model,clr,imm,inf_ded,nat_ded, inf,rec,t,N,Sick,Healthy,area,extinct
0,orange,2,0.7999999999999999,0.1,0.6,0.3,1,913,0,913,0,False
0,orange,2,0.7999999999999999,0.1,0.6,0.3,2,834,0,834,0,False
0,orange,2,0.7999999999999999,0.1,0.6,0.3,3,834,504,330,0,False
0,orange,2,0.7999999999999999,0.1,0.6,0.3,4,836,504,332,0,False
0,orange,2,0.7999999999999999,0.1,0.6,0.3,5,836,715,121,0,False
0,orange,2,0.7999999999999999,0.1,0.6,0.3,6,1270,1092,178,0,False
0,orange,2,0.7999999999999999,0.1,0.6,0.3,7,1270,722,548,0,False
0,orange,2,0.7999999999999999,0.1,0.6,0.3,8,1927,1105,822,0,False
