model,clr,m,t,N,S,area,extinct
325,deepskyblue,6,580,18,17,62.983232946636235,False
325,deepskyblue,6,600,123,31,126.9840890601447,False
325,deepskyblue,6,620,2,1,0.06291962765624493,False
325,deepskyblue,6,640,15,8,6.687489170087349,False
325,deepskyblue,6,660,34,14,25.552394225739665,False
325,deepskyblue,6,680,22,12,18.578278671815816,False
325,deepskyblue,6,700,15,13,46.36180019514401,False
325,deepskyblue,6,720,24,15,43.902461437222996,False
325,deepskyblue,6,740,5,3,5.046950178669921,False
325,deepskyblue,6,760,9,4,10.881688360342237,False
325,deepskyblue,6,780,17,15,28.446895011882088,False
325,deepskyblue,6,800,16,13,4.078409226786902,False
325,deepskyblue,6,820,224,30,70.76274814399696,False
325,deepskyblue,6,840,299,45,89.96147721530589,False
325,deepskyblue,6,860,19,16,68.86438425909874,False
325,deepskyblue,6,880,31,20,29.969009189431258,False
325,deepskyblue,6,900,543,50,110.01637319689758,False
325,deepskyblue,6,920,44,19,97.89794045026436,False
325,deepskyblue,6,940,38,21,95.63758242730466,False
325,deepskyblue,6,960,12,11,50.08577969516007,False
325,deepskyblue,6,980,131,29,128.80595954829053,False
325,deepskyblue,6,1000,82,28,117.18046724643348,False
325,deepskyblue,6,1020,22,15,140.10587516037828,False
325,deepskyblue,6,1028,0,0,0,True
326,green,5,20,56,29,61.85583793051416,False
326,green,5,40,11,7,22.981515045903063,False
326,green,5,60,20,12,3.5970439279276025,False
326,green,5,80,15,13,13.443949448566949,False
326,green,5,100,9,9,22.956123579420744,False
326,green,5,120,117,33,72.60702628397881,False
326,green,5,140,24,19,102.38608239722635,False
326,green,5,160,2,2,1.2658303891690927,False
326,green,5,180,12,12,19.089223697843245,False
326,green,5,200,26,14,31.552361478931214,False
326,green,5,220,22,15,91.92561220568007,False
326,green,5,240,9,9,58.20938901182504,False
326,green,5,260,11,10,3.443573808136045,False
326,green,5,280,42,16,16.070000604492037,False
326,green,5,285,0,0,0,True
327,purple,10,20,191,75,23.519926427702114,False
327,purple,10,40,103,49,80.84729197161464,False
327,purple,10,60,59,35,93.29643459507325,False
327,purple,10,80,82,43,220.1814656316679,False
327,purple,10,100,50,31,279.374282595285,False
327,purple,10,120,87,28,306.6820128250713,False
327,purple,10,140,69,33,273.5211016144015,False
327,purple,10,160,27,12,118.42432644022303,False
327,purple,10,180,53,27,180.09361235328953,False
327,purple,10,200,5,3,15.03161124209064,False
327,purple,10,220,15,14,20.35303284220793,False
327,purple,10,240,51,31,68.73142458045027,False
327,purple,10,260,542,49,286.39866824736293,False
327,purple,10,280,38,31,262.8177720715457,False
327,purple,10,300,155,47,245.32402414694056,False
327,purple,10,320,382,50,547.464777225213,False
327,purple,10,340,85,41,543.2819307795954,False
327,purple,10,360,48,13,374.0941713864243,False
327,purple,10,380,12,8,201.6720011754667,False
327,purple,10,400,39,29,276.04126282628255,False
327,purple,10,420,12,12,142.19593307183587,False
327,purple,10,440,72,14,2.679038274954986,False
327,purple,10,460,77,26,23.230800479081534,False
327,purple,10,480,67,33,61.5776743285686,False
327,purple,10,500,5,4,25.559475156319348,False
327,purple,10,520,105,32,43.20660304986576,False
327,purple,10,540,93,37,76.16536416687778,False
327,purple,10,560,21,18,46.07016153608916,False
327,purple,10,566,0,0,0,True
328,yellow,3,20,505,67,76.42353206761364,False
328,yellow,3,40,53,19,35.56621860839907,False
328,yellow,3,60,6,6,15.569793804408755,False
328,yellow,3,62,0,0,0,True
329,purple,10,20,229,93,62.202899830094836,False
329,purple,10,40,40,14,67.17340235552197,False
329,purple,10,60,93,49,73.4606295981557,False
329,purple,10,80,48,27,29.35633977015248,False
329,purple,10,100,191,33,133.81944585140573,False
329,purple,10,120,55,42,151.36282729929255,False
329,purple,10,140,56,18,116.1577949663781,False
329,purple,10,160,36,32,43.04203236616097,False
329,purple,10,180,56,30,103.88761539172202,False
329,purple,10,200,4,4,18.62591851182552,False
329,purple,10,220,27,24,19.289881483405644,False
329,purple,10,240,84,34,59.93121483523721,False
329,purple,10,260,30,21,147.10325065138494,False
329,purple,10,280,53,26,124.11260210530486,False
329,purple,10,300,33,24,7.634381810281583,False
329,purple,10,316,0,0,0,True
330,deepskyblue,6,20,164,58,81.47906304270968,False
330,deepskyblue,6,40,29,25,69.94725049812571,False
330,deepskyblue,6,60,70,21,85.20825464626718,False
330,deepskyblue,6,80,5,2,9.297094588659117,False
330,deepskyblue,6,100,51,26,26.960510289959245,False
330,deepskyblue,6,120,64,35,32.433710696433174,False
330,deepskyblue,6,140,40,29,4.7807439965250165,False
330,deepskyblue,6,160,58,24,25.74801165564592,False
330,deepskyblue,6,180,37,16,15.756311817204026,False
330,deepskyblue,6,200,24,21,48.67119492535814,False
330,deepskyblue,6,220,112,20,58.682294956254246,False
330,deepskyblue,6,240,42,29,113.22621479549117,False
330,deepskyblue,6,260,5,5,12.559221496658921,False
330,deepskyblue,6,268,0,0,0,True
331,lawngreen,4,20,1893,101,121.74816546984611,False
331,lawngreen,4,40,977,92,188.19800009257798,False
331,lawngreen,4,60,685,87,277.9252332994578,False
331,lawngreen,4,80,46,31,266.66153423127264,False
331,lawngreen,4,100,17,13,77.0087578165434,False
331,lawngreen,4,120,27,13,63.76419516982297,False
331,lawngreen,4,140,26,23,9.242934413703082,False
331,lawngreen,4,160,11,10,3.2754848430020385,False
331,lawngreen,4,180,47,18,41.072595376522926,False
331,lawngreen,4,200,27,15,49.50625967909962,False
331,lawngreen,4,220,27,20,7.313866549214202,False
331,lawngreen,4,240,13,12,26.97055558211206,False
331,lawngreen,4,260,7,7,2.209611068429906,False
331,lawngreen,4,280,7,5,25.236467361312624,False
331,lawngreen,4,300,46,7,95.00787987618934,False
331,lawngreen,4,320,162,9,78.78297045211798,False
331,lawngreen,4,340,46,24,121.8664350888021,False
331,lawngreen,4,360,6,6,4.652008345808494,False
331,lawngreen,4,380,18,10,8.38165715294307,False
331,lawngreen,4,400,10,3,1.8357967041381413,False
331,lawngreen,4,418,0,0,0,True
332,yellow,3,20,953,85,64.20208779403845,False
332,yellow,3,40,103,51,79.08846885457213,False
332,yellow,3,60,9,8,77.63015788159899,False
332,yellow,3,80,48,15,101.4350059676331,False
332,yellow,3,100,9,4,1.4394558469035368,False
332,yellow,3,105,0,0,0,True
333,orange,2,20,140,68,52.90670753231873,False
333,orange,2,40,251,66,95.8551638955542,False
333,orange,2,60,86,37,81.26428948200254,False
333,orange,2,80,25,15,108.4809661653828,False
333,orange,2,100,201,16,207.85088455464532,False
333,orange,2,120,121,23,261.7800411237232,False
333,orange,2,140,87,23,244.77453168010422,False
333,orange,2,160,4,4,43.35533817347244,False
333,orange,2,180,10,7,0.10360956387434635,False
333,orange,2,200,1,1,0.0,False
333,orange,2,205,0,0,0,True
334,orange,2,20,318,90,84.4210893076971,False
334,orange,2,40,42,17,40.61551543128382,False
334,orange,2,60,97,18,147.13836651582463,False
334,orange,2,80,316,18,129.0545062849548,False
334,orange,2,100,421,32,248.87249325925964,False
334,orange,2,120,101,20,197.0107553735112,False
334,orange,2,140,38,13,128.1482502689627,False
334,orange,2,160,78,12,255.69192986433268,False
334,orange,2,180,20,14,238.2649660659756,False
334,orange,2,200,5,5,45.72691067193481,False
334,orange,2,206,0,0,0,True
335,yellow,3,20,902,75,63.26969426207872,False
335,yellow,3,40,160,47,108.89107133741253,False
335,yellow,3,60,123,38,155.34137639346034,False
335,yellow,3,80,4,4,34.97891769096739,False
335,yellow,3,100,19,7,17.88587993119763,False
335,yellow,3,120,13,10,15.47725750178081,False
335,yellow,3,126,0,0,0,True
336,deepskyblue,6,20,1077,100,51.32742812366411,False
336,deepskyblue,6,40,220,74,84.71718175146088,False
336,deepskyblue,6,60,154,39,107.25704939094791,False
336,deepskyblue,6,78,0,0,0,True
337,deepskyblue,6,20,108,34,22.33668169696774,False
337,deepskyblue,6,40,341,50,112.14501436716886,False
337,deepskyblue,6,60,540,55,233.99666812147294,False
337,deepskyblue,6,80,86,40,247.96098601406598,False
337,deepskyblue,6,100,384,45,183.70453896571848,False
337,deepskyblue,6,120,8006,52,419.7153883890765,False
337,deepskyblue,6,140,740,54,412.9367729272633,False
337,deepskyblue,6,160,7,7,214.3296207487513,False
337,deepskyblue,6,180,17,8,58.00046864609736,False
337,deepskyblue,6,200,11,11,34.62737447534365,False
337,deepskyblue,6,220,22,17,17.088049095509437,False
337,deepskyblue,6,240,24,13,30.601948919301332,False
337,deepskyblue,6,260,209,25,82.29111242547832,False
337,deepskyblue,6,280,325,43,150.40258645176087,False
337,deepskyblue,6,300,170,29,170.2521452036548,False
337,deepskyblue,6,320,1796,40,232.98040154229247,False
337,deepskyblue,6,340,29,23,218.23707636427827,False
337,deepskyblue,6,359,0,0,0,True
338,purple,9,20,3577,97,67.4751897221764,False
338,purple,9,40,458,84,115.80244017477204,False
338,purple,9,60,106,44,223.6200190348124,False
338,purple,9,80,135,34,269.0485157464958,False
338,purple,9,100,5,3,49.82719066744186,False
338,purple,9,120,17,11,56.08861791843994,False
338,purple,9,140,34,21,80.9270960861306,False
338,purple,9,160,5,1,0.0321320564247088,False
338,purple,9,180,1,1,0.0,False
338,purple,9,200,23,18,10.98454002182183,False
338,purple,9,220,189,48,74.15924885067118,False
338,purple,9,240,95,32,81.82508206024468,False
338,purple,9,260,264,49,186.04271715066452,False
338,purple,9,280,638,56,247.31471424684173,False
338,purple,9,300,45,20,62.7158828140143,False
338,purple,9,320,25,12,40.2172400279512,False
338,purple,9,340,11,9,0.015980824751976718,False
338,purple,9,360,76,25,40.019704324244394,False
338,purple,9,380,84,43,85.46615915753456,False
338,purple,9,400,361,61,159.97780409516602,False
338,purple,9,420,27,24,110.36977318034155,False
338,purple,9,440,403,46,241.22976330457786,False
338,purple,9,460,264,45,288.1360337136566,False
338,purple,9,480,98,47,369.9809978027355,False
338,purple,9,500,25,23,335.31258165876966,False
338,purple,9,520,31,26,343.2234294337853,False
338,purple,9,540,106,26,374.5262910532385,False
338,purple,9,560,36,29,334.235385768546,False
338,purple,9,580,16,12,6.441955564068369,False
338,purple,9,600,6,2,2.909108919146643,False
338,purple,9,620,86,34,48.787380064979786,False
338,purple,9,640,42,15,46.9979897440523,False
338,purple,9,660,22,21,10.286589161500062,False
338,purple,9,680,57,31,22.80068710812958,False
338,purple,9,700,84,34,93.10388339153893,False
338,purple,9,720,44,34,166.1845858161036,False
338,purple,9,740,35,22,168.85856725235314,False
338,purple,9,760,12,8,76.61167655538556,False
338,purple,9,780,54,37,72.45377875017267,False
338,purple,9,800,15,13,18.362574800311165,False
338,purple,9,820,21,16,15.811080211416485,False
338,purple,9,840,41,22,66.07544433276793,False
338,purple,9,860,130,43,173.14548105267548,False
338,purple,9,880,214,33,228.45789933466787,False
338,purple,9,900,40,17,152.679899141128,False
338,purple,9,920,149,21,184.62682377354602,False
338,purple,9,940,91,35,187.0273736012915,False
338,purple,9,960,70,45,253.78462660639192,False
338,purple,9,980,6,6,56.367567439506466,False
338,purple,9,1000,86,43,57.90470202501392,False
338,purple,9,1020,15,13,51.524641268578726,False
338,purple,9,1040,64,35,61.86863375044962,False
338,purple,9,1060,15,5,9.692441610465139,False
338,purple,9,1080,559,44,135.60334029745823,False
338,purple,9,1100,427,64,262.0583686873566,False
338,purple,9,1120,7,7,237.44384814450157,False
338,purple,9,1140,97,43,254.75909075492166,False
338,purple,9,1160,32,20,85.26050159445444,False
338,purple,9,1180,58,38,69.83017605879657,False
338,purple,9,1200,6,6,21.759101217921543,False
338,purple,9,1220,79,43,39.60218506031151,False
338,purple,9,1240,99,39,112.58878449767155,False
338,purple,9,1260,12,10,18.388239141639644,False
338,purple,9,1280,60,23,40.38445182144411,False
338,purple,9,1300,8,8,45.88140761814886,False
338,purple,9,1320,21,18,0.0,False
338,purple,9,1340,37,31,6.813329193863135,False
338,purple,9,1360,573,40,55.63061003237412,False
338,purple,9,1380,514,42,121.40530241974756,False
338,purple,9,1400,834,60,200.8970921750186,False
338,purple,9,1420,59,43,201.05538593794057,False
338,purple,9,1440,2,2,11.166843380405387,False
338,purple,9,1460,89,25,52.989397642742105,False
338,purple,9,1480,115,49,152.38758805043136,False
338,purple,9,1500,70,29,122.17151362832547,False
338,purple,9,1520,170,28,299.1034083809877,False
338,purple,9,1540,95,23,344.71588660071865,False
338,purple,9,1560,88,22,330.23458778373754,False
338,purple,9,1580,79,34,403.4067590943826,False
338,purple,9,1600,190,35,358.2412229742189,False
338,purple,9,1620,494,61,446.37824909914343,False
338,purple,9,1640,4504,71,763.0267103253416,False
338,purple,9,1660,3283,79,793.7600550385231,False
338,purple,9,1680,3344,77,852.8792747869179,False
338,purple,9,1700,393,76,987.1266982315702,False
338,purple,9,1720,226,54,1001.2372753554474,False
338,purple,9,1740,75,45,1061.5224971257173,False
338,purple,9,1760,81,38,661.9504481018099,False
338,purple,9,1780,47,26,749.4221964354178,False
338,purple,9,1800,85,36,669.1795538680904,False
338,purple,9,1820,260,35,386.7760272560555,False
338,purple,9,1840,85,22,386.8428108639943,False
338,purple,9,1860,40,26,160.09856691128846,False
338,purple,9,1880,21,11,8.987214004786322,False
338,purple,9,1900,191,26,83.49761373614538,False
338,purple,9,1920,57,31,81.78277367352817,False
338,purple,9,1940,60,37,207.19505234187778,False
338,purple,9,1960,46,24,233.87988659742092,False
338,purple,9,1980,22,13,85.34127527277488,False
338,purple,9,2000,33,18,101.3002013344752,False
338,purple,9,2020,18,17,6.958257317244366,False
338,purple,9,2040,138,20,54.14001119239654,False
338,purple,9,2060,329,51,150.98957491378857,False
338,purple,9,2080,61,35,142.72604914932833,False
338,purple,9,2100,21,14,19.893073169732006,False
338,purple,9,2120,30,20,7.413948181070147,False
338,purple,9,2140,62,47,35.12309972501647,False
338,purple,9,2160,5,5,0.9097583664315201,False
338,purple,9,2180,23,14,21.543714899798996,False
338,purple,9,2200,84,19,77.96478248700501,False
338,purple,9,2220,57,30,141.72728424621596,False
338,purple,9,2240,81,41,258.80782411557084,False
338,purple,9,2260,509,46,257.04225265415675,False
338,purple,9,2280,50,34,365.52612307364416,False
338,purple,9,2300,31,23,198.02614116893545,False
338,purple,9,2320,117,46,190.2046011710645,False
338,purple,9,2340,104,35,296.92510088184235,False
338,purple,9,2360,343,44,503.1910948904817,False
338,purple,9,2380,662,63,791.965441339118,False
338,purple,9,2400,1014,72,849.6259448356676,False
338,purple,9,2420,185,56,854.6501223894519,False
338,purple,9,2440,276,41,987.3686181491602,False
338,purple,9,2460,940,61,1270.5079978489237,False
338,purple,9,2480,395,54,1495.171840780053,False
338,purple,9,2500,122,53,1227.5173366411068,False
338,purple,9,2520,36,22,1184.3616742069753,False
338,purple,9,2540,96,36,835.4875848858985,False
338,purple,9,2560,378,46,734.482850488252,False
338,purple,9,2580,225,50,741.3047577558441,False
338,purple,9,2600,26,6,594.8258813053346,False
338,purple,9,2620,75,40,676.4500048032413,False
338,purple,9,2640,78,31,562.4133355167435,False
338,purple,9,2660,1301,53,771.3405374229948,False
338,purple,9,2680,908,60,852.3533432513692,False
338,purple,9,2700,810,66,924.3460893645333,False
338,purple,9,2720,211,49,1083.610654519381,False
338,purple,9,2740,431,53,1089.5339148512583,False
338,purple,9,2760,61,35,1163.658235931663,False
338,purple,9,2780,660,52,1489.247590409604,False
338,purple,9,2800,243,44,1548.1872183027722,False
338,purple,9,2820,13,7,262.78640877899943,False
338,purple,9,2840,49,32,35.1297432455124,False
338,purple,9,2860,219,35,82.98187818298793,False
338,purple,9,2880,43,21,101.14550596937418,False
338,purple,9,2900,46,11,61.724333428022334,False
338,purple,9,2920,16,14,24.330635135071407,False
338,purple,9,2940,43,29,13.873167408582718,False
338,purple,9,2960,98,20,43.222818443086034,False
338,purple,9,2980,38,20,30.912201474261792,False
338,purple,9,3000,48,23,30.38358973144733,False
338,purple,9,3020,86,30,99.050762899738,False
338,purple,9,3040,32,12,49.30728367415354,False
338,purple,9,3060,35,10,50.59120666562703,False
338,purple,9,3080,48,28,19.968256271051676,False
338,purple,9,3100,11,11,24.405244182361688,False
338,purple,9,3120,23,20,9.982235114405354,False
338,purple,9,3140,33,26,13.989609320118289,False
338,purple,9,3155,0,0,0,True
339,yellow,3,20,69,29,18.261075971198604,False
339,yellow,3,40,7,7,0.9700404363799128,False
339,yellow,3,60,11,6,9.767826695841807,False
339,yellow,3,80,15,10,41.77578714717073,False
339,yellow,3,100,1,1,0.0,False
339,yellow,3,120,4,4,4.113088515624712,False
339,yellow,3,140,9,3,9.405009632942262,False
339,yellow,3,145,0,0,0,True
340,darkred,0,20,8,7,19.797586611721425,False
340,darkred,0,40,2,1,0.0,False
340,darkred,0,56,0,0,0,True
341,yellow,3,20,1419,100,57.576899485738316,False
341,yellow,3,40,472,85,145.9864834884633,False
341,yellow,3,60,92,43,167.05817877610508,False
341,yellow,3,80,43,16,143.56239762372337,False
341,yellow,3,100,22,17,181.94999812630792,False
341,yellow,3,120,130,18,163.35062280096315,False
341,yellow,3,140,143,19,312.2660673664848,False
341,yellow,3,160,9,9,176.04281851891233,False
341,yellow,3,180,9,9,24.329275943052494,False
341,yellow,3,200,11,1,3.5827734869349346,False
341,yellow,3,211,0,0,0,True
342,deepskyblue,6,20,29,25,39.524211848220965,False
342,deepskyblue,6,40,247,30,110.09850479773073,False
342,deepskyblue,6,60,94,39,113.93032189062596,False
342,deepskyblue,6,80,125,42,161.5307485468281,False
342,deepskyblue,6,100,50,39,213.94931536062234,False
342,deepskyblue,6,120,8,8,135.51726351728405,False
342,deepskyblue,6,140,10,6,8.768548490581605,False
342,deepskyblue,6,156,0,0,0,True
343,purple,9,20,419,99,108.83736032671963,False
343,purple,9,40,400,51,162.75511051866107,False
343,purple,9,60,126,42,237.44974472055745,False
343,purple,9,80,40,22,146.77772775659707,False
343,purple,9,100,35,15,29.096349393665314,False
343,purple,9,120,2,2,19.965850410637508,False
343,purple,9,125,0,0,0,True
344,purple,9,20,65,32,44.52307539464236,False
344,purple,9,40,39,24,84.90262542286949,False
344,purple,9,60,194,20,20.918472259495246,False
344,purple,9,80,42,26,56.26024539795728,False
344,purple,9,100,1,1,0.0,False
344,purple,9,120,33,26,35.71031864670045,False
344,purple,9,140,48,20,44.77361284377153,False
344,purple,9,160,105,23,58.098145946759686,False
344,purple,9,180,230,44,142.68669115628347,False
344,purple,9,200,156,48,189.71280731486618,False
344,purple,9,220,144,43,268.76019266438146,False
344,purple,9,240,93,50,217.0970938020592,False
344,purple,9,260,21,11,116.98783083742858,False
344,purple,9,280,5,2,7.718803450165844,False
344,purple,9,300,2,2,0.5185229825281645,False
344,purple,9,320,81,35,68.10793366998975,False
344,purple,9,340,159,40,102.65729838897221,False
344,purple,9,360,33,18,114.18808397294913,False
344,purple,9,380,68,25,101.1892494788726,False
344,purple,9,400,88,44,221.71849251237836,False
344,purple,9,420,82,51,473.0664296928525,False
344,purple,9,440,154,28,501.26482963154604,False
344,purple,9,460,301,63,675.6448544122757,False
344,purple,9,480,39,32,610.7152938184166,False
344,purple,9,500,66,30,728.5504204797962,False
344,purple,9,520,5,5,311.1170346365311,False
344,purple,9,532,0,0,0,True
345,lawngreen,4,20,31,23,29.67314836380892,False
345,lawngreen,4,40,11,7,0.0549976066526396,False
345,lawngreen,4,60,80,16,42.8041496101174,False
345,lawngreen,4,80,13,8,32.639634253792835,False
345,lawngreen,4,100,2,2,1.984361679840676,False
345,lawngreen,4,120,4,2,0.9315245738168412,False
345,lawngreen,4,121,0,0,0,True
346,green,5,20,4159,100,141.73793116262726,False
346,green,5,40,9061,100,286.2104931834955,False
346,green,5,60,13198,101,431.61461609096546,False
346,green,5,80,3179,101,434.27098670128913,False
346,green,5,100,3028,98,446.02607071477183,False
346,green,5,120,85,56,387.64784296082433,False
346,green,5,140,46,22,240.08280641665397,False
346,green,5,160,1,1,0.0,False
346,green,5,180,37,30,25.0381337207132,False
346,green,5,200,23,19,24.237531471641788,False
346,green,5,220,15,12,17.92926466057537,False
346,green,5,240,13,13,40.337736484054865,False
346,green,5,260,153,29,55.187751715926034,False
346,green,5,280,1606,53,182.81642305216337,False
346,green,5,300,1537,66,346.17493393517964,False
346,green,5,320,8662,77,452.609245656137,False
346,green,5,340,6403,75,642.5368086116417,False
346,green,5,360,40564,80,921.6053329824573,False
346,green,5,380,43182,82,897.7824577697514,False
346,green,5,400,2526,72,805.1356705084564,False
346,green,5,420,151,37,491.0850921711247,False
346,green,5,440,6,5,98.04648875579035,False
346,green,5,460,9,6,21.707854746421514,False
346,green,5,480,8,8,5.989171889617454,False
346,green,5,500,50,23,29.30711376511832,False
346,green,5,520,21,18,41.862151551898506,False
346,green,5,540,24,13,2.315353550764959,False
346,green,5,560,24,16,16.235209362345437,False
346,green,5,580,1,1,0.0,False
346,green,5,587,0,0,0,True
347,orange,2,20,123,51,31.908340584224174,False
347,orange,2,40,296,48,125.72616857368924,False
347,orange,2,60,106,26,144.52263910274365,False
347,orange,2,80,1,1,0.0,False
347,orange,2,100,7,5,0.8201309174309632,False
347,orange,2,120,16,15,25.80951748396186,False
347,orange,2,140,7,1,5.057263367370813,False
347,orange,2,160,13,5,7.57995801121098,False
347,orange,2,180,17,9,14.253163793684825,False
347,orange,2,200,56,8,48.62644902257253,False
347,orange,2,220,21,10,46.29875667956557,False
347,orange,2,240,7,4,16.752475454258928,False
347,orange,2,260,25,11,47.01026918706993,False
347,orange,2,280,9,5,28.78177814904232,False
347,orange,2,299,0,0,0,True
348,darkred,0,20,128,62,54.292606521331926,False
348,darkred,0,40,17,10,26.048510984678792,False
348,darkred,0,60,11,4,37.35113634005411,False
348,darkred,0,80,19,3,36.65285133364085,False
348,darkred,0,100,3,1,0.08508667485861106,False
348,darkred,0,104,0,0,0,True
349,deepskyblue,6,20,42,37,53.307906339297446,False
349,deepskyblue,6,40,31,18,24.400910213807396,False
349,deepskyblue,6,60,11,7,0.0,False
349,deepskyblue,6,80,8,8,15.587980854665547,False
349,deepskyblue,6,100,18,15,0.511001049282573,False
349,deepskyblue,6,120,39,21,10.38235460602515,False
349,deepskyblue,6,140,26,6,15.242862861306753,False
349,deepskyblue,6,160,1,1,0.0,False
349,deepskyblue,6,180,15,10,14.86995305813219,False
349,deepskyblue,6,200,33,11,34.136374978478095,False
349,deepskyblue,6,220,13,11,0.0,False
349,deepskyblue,6,240,0,0,0,True
350,deepskyblue,6,20,469,89,77.6909636358495,False
350,deepskyblue,6,40,505,87,185.9318602080262,False
350,deepskyblue,6,60,194,58,205.71310052995148,False
350,deepskyblue,6,80,74,31,176.86117712951568,False
350,deepskyblue,6,100,58,21,142.1579034076966,False
350,deepskyblue,6,120,51,34,210.2250667570173,False
350,deepskyblue,6,140,4,2,0.03945461280063135,False
350,deepskyblue,6,160,35,7,0.0,False
350,deepskyblue,6,180,15,13,20.77182174097854,False
350,deepskyblue,6,200,7,7,36.129408399101756,False
350,deepskyblue,6,220,52,23,59.46396326415653,False
350,deepskyblue,6,240,16,10,29.979599536240656,False
350,deepskyblue,6,260,30,14,20.206425757548537,False
350,deepskyblue,6,280,0,0,0,True
351,deepskyblue,6,20,931,97,143.29485929055718,False
351,deepskyblue,6,40,185,68,143.27317853675711,False
351,deepskyblue,6,60,11,8,37.66229290512208,False
351,deepskyblue,6,80,10,4,0.18507488404364977,False
351,deepskyblue,6,100,52,24,34.088306613034064,False
351,deepskyblue,6,120,56,20,59.9125618257946,False
351,deepskyblue,6,140,48,23,115.35500127701641,False
351,deepskyblue,6,160,41,31,138.45900406335195,False
351,deepskyblue,6,180,91,37,232.51010363504642,False
351,deepskyblue,6,200,230,46,278.4388571637619,False
351,deepskyblue,6,220,64,16,256.49531212136617,False
351,deepskyblue,6,240,91,16,254.25138900374026,False
351,deepskyblue,6,260,27,9,88.90340378372052,False
351,deepskyblue,6,280,19,18,76.21775412526696,False
351,deepskyblue,6,300,77,18,63.23933049549506,False
351,deepskyblue,6,320,12,11,45.46647071064926,False
351,deepskyblue,6,340,54,29,69.9386621115676,False
351,deepskyblue,6,360,13,10,122.93202963255837,False
351,deepskyblue,6,380,2,2,6.874319177175454,False
351,deepskyblue,6,400,24,13,8.899405077765413,False
351,deepskyblue,6,420,55,25,43.873698498678344,False
351,deepskyblue,6,440,943,34,126.83326445618823,False
351,deepskyblue,6,460,773,43,183.23064475043387,False
351,deepskyblue,6,480,138,39,183.51444525210107,False
351,deepskyblue,6,500,91,29,290.99796694349857,False
351,deepskyblue,6,520,204,33,293.724908528771,False
351,deepskyblue,6,540,19,19,280.85849955202315,False
351,deepskyblue,6,560,7,7,315.8024094001546,False
351,deepskyblue,6,568,0,0,0,True
352,lawngreen,4,20,287,59,81.79158624129784,False
352,lawngreen,4,40,535,56,146.28796660041704,False
352,lawngreen,4,60,1333,51,184.9116175403654,False
352,lawngreen,4,80,114,39,342.59601169968863,False
352,lawngreen,4,100,113,37,402.74133481689967,False
352,lawngreen,4,120,93,25,309.3274258959452,False
352,lawngreen,4,140,66,35,316.89422424296134,False
352,lawngreen,4,160,7,7,76.99017771921824,False
352,lawngreen,4,180,11,10,31.934932205183994,False
352,lawngreen,4,200,5,2,4.650776741931059,False
352,lawngreen,4,220,10,10,8.10692426970038,False
352,lawngreen,4,240,39,22,40.613623534936366,False
352,lawngreen,4,260,7,5,26.874627906842353,False
352,lawngreen,4,280,7,6,5.366244173069131,False
352,lawngreen,4,300,10,7,14.773088045030262,False
352,lawngreen,4,320,35,17,23.009253698425717,False
352,lawngreen,4,340,91,25,102.37941596735031,False
352,lawngreen,4,360,12,8,62.51798314044291,False
352,lawngreen,4,380,12,11,31.29593719225435,False
352,lawngreen,4,400,16,9,59.59923796427346,False
352,lawngreen,4,420,4,4,2.6108668623823292,False
352,lawngreen,4,440,29,19,23.88445690547794,False
352,lawngreen,4,460,28,19,85.16063584611061,False
352,lawngreen,4,480,12,9,41.57184309034108,False
352,lawngreen,4,500,34,21,42.96611224689207,False
352,lawngreen,4,520,22,16,51.93376011175129,False
352,lawngreen,4,540,26,17,94.17608326234006,False
352,lawngreen,4,560,42,22,100.20953312971359,False
352,lawngreen,4,580,14,13,82.63945350363545,False
352,lawngreen,4,600,26,11,53.80348404469919,False
352,lawngreen,4,620,53,25,103.41598180780242,False
352,lawngreen,4,640,20,11,31.542822197040955,False
352,lawngreen,4,660,29,7,5.541460592734184,False
352,lawngreen,4,680,2,2,1.2123987683219588,False
352,lawngreen,4,700,5,4,10.341778474174992,False
352,lawngreen,4,702,0,0,0,True
353,orange,2,20,533,91,80.6202410456065,False
353,orange,2,40,387,78,125.44279913165698,False
353,orange,2,60,2067,70,162.15174865497028,False
353,orange,2,80,178,61,140.9746072602102,False
353,orange,2,100,32,22,194.85425689549646,False
353,orange,2,120,43,12,135.54654537021213,False
353,orange,2,140,117,13,158.0335773957362,False
353,orange,2,160,245,18,267.01257977054104,False
353,orange,2,180,235,22,387.8686729761879,False
353,orange,2,200,14,8,255.4299482047099,False
353,orange,2,220,47,15,306.0480299490053,False
353,orange,2,240,5,4,35.23331485812056,False
353,orange,2,260,63,10,84.55807926068054,False
353,orange,2,280,6,6,29.27728832526948,False
353,orange,2,300,10,6,9.251116569712408,False
353,orange,2,320,4,4,1.090403110557198,False
353,orange,2,340,6,6,3.1503466911939344,False
353,orange,2,360,2,2,0.3126367219017512,False
353,orange,2,380,32,14,7.164595210358371,False
353,orange,2,400,6,4,3.7005596240989407,False
353,orange,2,420,3,2,1.1989122030961654,False
353,orange,2,424,0,0,0,True
354,yellow,3,20,107,52,78.93215784701954,False
354,yellow,3,40,244,31,127.69898623164161,False
354,yellow,3,60,150,33,206.51672679354468,False
354,yellow,3,80,478,44,309.56292711426914,False
354,yellow,3,100,33,27,211.06207712011084,False
354,yellow,3,120,9,5,149.6200780376118,False
354,yellow,3,140,5,4,22.129091226879908,False
