model,clr,m,t,N,S,area,extinct
0,blueviolet,8,20,39,22,24.49902092052898,False
0,blueviolet,8,40,37,27,24.05958012064707,False
0,blueviolet,8,60,7,5,0.2573339753448276,False
0,blueviolet,8,67,0,0,0,True
1,purple,9,20,1634,81,130.85679167415364,False
1,purple,9,40,1835,81,307.24634368638,False
1,purple,9,60,670,80,350.4675364888705,False
1,purple,9,80,383,42,345.03788290102085,False
1,purple,9,100,96,38,310.4340369883034,False
1,purple,9,120,27,21,56.70119867088782,False
1,purple,9,140,24,15,63.7430556449086,False
1,purple,9,160,16,16,84.19069512506911,False
1,purple,9,180,0,0,0,True
2,darkred,0,20,112,52,36.99099692861397,False
2,darkred,0,29,0,0,0,True
3,purple,9,20,375,83,87.26778124768697,False
3,purple,9,40,60,41,84.94710913189239,False
3,purple,9,60,34,16,129.0515069272436,False
3,purple,9,80,33,20,140.53855161627038,False
3,purple,9,100,4,4,76.18038988071237,False
3,purple,9,120,69,37,155.5116379815438,False
3,purple,9,140,25,22,222.19055103136918,False
3,purple,9,160,16,14,112.00195854033599,False
3,purple,9,180,25,15,4.421345303924041,False
3,purple,9,200,7,6,12.917695704467354,False
3,purple,9,220,31,12,24.92594306644017,False
3,purple,9,227,0,0,0,True
4,purple,10,20,1359,99,82.34238037350954,False
4,purple,10,40,1772,90,118.702273934857,False
4,purple,10,60,179,77,149.42504837584684,False
4,purple,10,80,31,17,33.718988204326195,False
4,purple,10,100,38,21,70.78342423560366,False
4,purple,10,120,30,17,76.76482548131578,False
4,purple,10,140,127,35,146.87832560148897,False
4,purple,10,160,39,20,23.48020885579537,False
4,purple,10,180,94,36,57.88205643414971,False
4,purple,10,200,68,28,98.51256141354202,False
4,purple,10,220,3,3,5.867164506237616,False
4,purple,10,240,141,48,56.468462210856444,False
4,purple,10,260,12,11,34.48885550156753,False
4,purple,10,280,7,6,11.708423890181033,False
4,purple,10,300,191,36,34.33524885704776,False
4,purple,10,320,44,33,59.08932194406331,False
4,purple,10,336,0,0,0,True
5,darkred,1,20,1104,69,136.40243597041248,False
5,darkred,1,40,302,55,125.77104287859545,False
5,darkred,1,60,448,40,189.77098672411248,False
5,darkred,1,80,57,15,120.96872371923462,False
5,darkred,1,100,12,10,142.24670034239887,False
5,darkred,1,120,7,5,119.35198466604386,False
5,darkred,1,140,2,2,0.0,False
5,darkred,1,160,1,1,0.0,False
5,darkred,1,180,6,5,4.577398867011515,False
5,darkred,1,200,13,5,10.565778339132612,False
5,darkred,1,216,0,0,0,True
6,purple,10,20,120,58,68.91380901467912,False
6,purple,10,40,349,47,106.37713413847038,False
6,purple,10,60,277,40,152.8923697464922,False
6,purple,10,80,227,55,313.8458377604636,False
6,purple,10,100,2183,80,441.9681510393631,False
6,purple,10,120,81,55,402.68650327996795,False
6,purple,10,140,23,18,394.55307180559663,False
6,purple,10,160,50,27,114.82388099577376,False
6,purple,10,180,29,12,65.16785753552799,False
6,purple,10,200,40,25,84.74705882992808,False
6,purple,10,220,20,12,8.937904289236634,False
6,purple,10,240,102,26,44.10373869862889,False
6,purple,10,260,500,40,63.60032686915107,False
6,purple,10,280,39,28,135.48312157099798,False
6,purple,10,300,47,31,16.45532812053242,False
6,purple,10,320,17,5,7.762261370095881,False
6,purple,10,340,32,27,28.095384347465114,False
6,purple,10,360,48,26,59.058250082402054,False
6,purple,10,380,211,48,178.66220004907132,False
6,purple,10,400,486,68,288.3906501963488,False
6,purple,10,420,182,49,352.68470719433776,False
6,purple,10,440,92,34,322.08149983417263,False
6,purple,10,460,227,30,250.1295799912957,False
6,purple,10,480,209,35,349.5202615409119,False
6,purple,10,500,34,31,128.93863283233517,False
6,purple,10,520,2,2,2.1255042257251087,False
6,purple,10,521,0,0,0,True
7,darkred,0,20,3729,100,189.30098126064885,False
7,darkred,0,40,2898,97,140.567075859513,False
7,darkred,0,60,633,89,177.56406228367413,False
7,darkred,0,80,270,37,162.47121817257238,False
7,darkred,0,100,16,9,128.45217215398353,False
7,darkred,0,120,9,3,77.04920165134247,False
7,darkred,0,140,11,3,64.75217584927502,False
7,darkred,0,160,3,2,64.87575568901731,False
7,darkred,0,171,0,0,0,True
8,deepskyblue,6,20,126,49,24.699664437523513,False
8,deepskyblue,6,40,80,36,92.38688250418082,False
8,deepskyblue,6,60,16,15,62.53795544002291,False
8,deepskyblue,6,80,93,26,24.819263038549266,False
8,deepskyblue,6,100,450,47,160.97311457655056,False
8,deepskyblue,6,120,24,19,136.40624043471286,False
8,deepskyblue,6,134,0,0,0,True
9,orange,2,20,97,36,7.304830919366241,False
9,orange,2,40,10,6,23.735765866451633,False
9,orange,2,49,0,0,0,True
10,orange,2,20,419,85,87.91274522770044,False
10,orange,2,40,18,18,56.878468000245334,False
10,orange,2,52,0,0,0,True
11,darkred,0,20,8,6,9.281165459182938,False
11,darkred,0,40,1,1,0.0,False
11,darkred,0,60,1,1,0.0,False
11,darkred,0,66,0,0,0,True
12,purple,9,20,5,3,3.2809181172541892,False
12,purple,9,40,3,3,2.514792697074167,False
12,purple,9,60,60,28,23.032300397988497,False
12,purple,9,80,11,7,16.378112572547618,False
12,purple,9,100,99,18,43.91389192467845,False
12,purple,9,120,68,35,63.85636681226886,False
12,purple,9,140,37,21,71.92752705268052,False
12,purple,9,160,28,25,87.06448122869703,False
12,purple,9,180,13,12,44.784430911602875,False
12,purple,9,200,52,30,30.040056986257916,False
12,purple,9,220,62,32,78.75116712360698,False
12,purple,9,240,55,39,50.91504629216141,False
12,purple,9,260,43,20,75.05988639715333,False
12,purple,9,280,21,19,7.802857588009572,False
12,purple,9,300,65,21,20.012776655821646,False
12,purple,9,320,61,38,48.035782983652986,False
12,purple,9,340,182,55,161.03484064466954,False
12,purple,9,360,15203,72,339.9837532089792,False
12,purple,9,380,633,68,415.4690244186189,False
12,purple,9,400,41,30,273.25462047029845,False
12,purple,9,420,15,14,153.30350884798014,False
12,purple,9,440,46,8,83.324401695657,False
12,purple,9,460,52,33,91.33492764912167,False
12,purple,9,480,9,8,72.0704621531432,False
12,purple,9,500,41,11,54.78284928073836,False
12,purple,9,520,39,30,32.163161016667665,False
12,purple,9,540,17,13,83.89170531084721,False
12,purple,9,560,17,9,44.963698622500274,False
12,purple,9,580,26,24,21.088339546851277,False
12,purple,9,600,34,26,13.976029577806411,False
12,purple,9,620,30,22,92.38561123800466,False
12,purple,9,640,110,27,119.32544657525145,False
12,purple,9,660,87,45,128.5259709638147,False
12,purple,9,680,50,17,90.14802059410934,False
12,purple,9,700,4,4,74.12933142374771,False
12,purple,9,720,2,1,0.0,False
12,purple,9,740,60,38,15.681832036437843,False
12,purple,9,760,43,26,82.28463274328962,False
12,purple,9,780,6,5,52.36197112058884,False
12,purple,9,800,5,3,40.59909924208664,False
12,purple,9,820,35,24,45.06710725994785,False
12,purple,9,840,69,27,41.875240394903464,False
12,purple,9,860,25,20,95.55123144926281,False
12,purple,9,880,38,15,62.510221471704284,False
12,purple,9,900,20,11,55.238755133526894,False
12,purple,9,920,21,17,63.28912322272563,False
12,purple,9,940,17,16,49.49058547436949,False
12,purple,9,960,22,13,11.63758570166908,False
12,purple,9,966,0,0,0,True
13,purple,10,20,3040,97,139.91947349252834,False
13,purple,10,40,256,76,190.16672140011215,False
13,purple,10,60,149,47,184.02856507816955,False
13,purple,10,80,169,65,272.84619820187476,False
13,purple,10,100,14,14,74.31970198792463,False
13,purple,10,120,28,23,48.68794190082825,False
13,purple,10,140,70,42,32.66263714155531,False
13,purple,10,160,85,39,122.48698859148438,False
13,purple,10,180,16,12,37.43741013119467,False
13,purple,10,200,66,38,131.47257216580346,False
13,purple,10,220,78,50,179.15165336146475,False
13,purple,10,240,35,17,98.34795884364055,False
13,purple,10,260,104,55,78.65649058037648,False
13,purple,10,280,22,10,101.83837157458731,False
13,purple,10,300,266,60,163.19936716009528,False
13,purple,10,320,157,53,196.40271822147722,False
13,purple,10,340,73,23,334.6785558238921,False
13,purple,10,360,8,8,60.98557104456844,False
13,purple,10,380,28,19,19.378356239512918,False
13,purple,10,400,27,16,27.856527064061233,False
13,purple,10,420,21,10,38.91460958682335,False
13,purple,10,440,6,6,14.083791596811096,False
13,purple,10,460,41,27,17.143846951837826,False
13,purple,10,480,60,44,53.032578179311066,False
13,purple,10,500,77,42,104.49285718392078,False
13,purple,10,520,150,30,205.39086022657446,False
13,purple,10,540,80,41,236.97063600011955,False
13,purple,10,560,61,35,267.4409948250988,False
13,purple,10,580,21,14,209.39108326710598,False
13,purple,10,600,89,24,223.91851530710792,False
13,purple,10,620,97,29,373.26913738663205,False
13,purple,10,640,13,6,202.38394465196862,False
13,purple,10,660,95,54,312.74532786838313,False
13,purple,10,680,12,9,170.83278561221326,False
13,purple,10,700,98,44,261.6757521231483,False
13,purple,10,720,551,56,406.8396763533384,False
13,purple,10,740,24,23,190.36257836701762,False
13,purple,10,760,14,10,0.0,False
13,purple,10,780,18,12,22.037443527609405,False
13,purple,10,800,30,17,22.69781959581992,False
13,purple,10,820,28,22,42.85975082507399,False
13,purple,10,840,1,1,0.0,False
13,purple,10,860,86,22,0.0,False
13,purple,10,880,20,17,33.38982914312554,False
13,purple,10,900,583,29,134.60059072888492,False
13,purple,10,920,667,60,224.67415003421257,False
13,purple,10,940,161,46,300.10712966745615,False
13,purple,10,960,78,31,413.9527983901124,False
13,purple,10,980,86,33,234.405818651812,False
13,purple,10,1000,168,56,437.6151454341999,False
13,purple,10,1020,51,20,236.42766698975282,False
13,purple,10,1040,21,16,47.189511505776494,False
13,purple,10,1048,0,0,0,True
14,purple,10,20,19,18,21.101326562729472,False
14,purple,10,40,161,44,57.07616473178698,False
14,purple,10,60,92,39,41.36648588371987,False
14,purple,10,80,28,19,23.34765736087195,False
14,purple,10,100,224,43,147.0910892126496,False
14,purple,10,120,52,35,136.7562574133543,False
14,purple,10,140,15,14,57.00809276761387,False
14,purple,10,160,16,15,111.00478278087851,False
14,purple,10,180,21,14,78.17385422755147,False
14,purple,10,200,50,29,185.48692670866,False
14,purple,10,220,37,18,95.61716870460086,False
14,purple,10,240,95,25,115.00379559631897,False
14,purple,10,260,68,44,143.42416572507167,False
14,purple,10,280,67,24,196.70728168720393,False
14,purple,10,300,211,43,184.8990115028776,False
14,purple,10,320,118,62,274.2871266286688,False
14,purple,10,340,136,52,242.35537307497097,False
14,purple,10,360,1,1,0.0,False
14,purple,10,380,43,20,39.47812860539715,False
14,purple,10,400,43,22,62.73593024953465,False
14,purple,10,420,7,7,19.11035098063682,False
14,purple,10,440,44,17,25.4237876604406,False
14,purple,10,460,19,18,28.376916248569188,False
14,purple,10,480,14,8,16.520036939660613,False
14,purple,10,500,17,16,14.100692921345827,False
14,purple,10,520,24,10,12.333585043422659,False
14,purple,10,540,53,28,16.152004590187097,False
14,purple,10,560,24,22,67.64721214363661,False
14,purple,10,580,23,14,2.059742399071137,False
14,purple,10,600,138,34,34.75645649539354,False
14,purple,10,620,28,24,33.39778367188639,False
14,purple,10,640,486,48,176.44927553461065,False
14,purple,10,660,135,50,289.4452801645231,False
14,purple,10,680,229,27,349.7419133906091,False
14,purple,10,700,95,44,420.4630990063714,False
14,purple,10,720,254,42,492.6352932553984,False
14,purple,10,740,5,5,153.05367546744756,False
14,purple,10,760,29,24,25.72414551929111,False
14,purple,10,780,41,34,9.064626273306942,False
14,purple,10,798,0,0,0,True
15,blue,7,20,268,92,89.35533027565803,False
15,blue,7,40,46,16,116.41101881117822,False
15,blue,7,60,14,8,22.972951475900786,False
15,blue,7,80,34,20,28.6779467191771,False
15,blue,7,100,24,20,28.190922791041032,False
15,blue,7,120,8,7,13.997581225261708,False
15,blue,7,140,37,24,13.331651937669545,False
15,blue,7,160,18,10,37.50593020848702,False
15,blue,7,180,29,13,29.099203051321282,False
15,blue,7,200,10,10,2.027987975617484,False
15,blue,7,220,16,10,6.119352288190406,False
15,blue,7,240,50,31,8.889168836142224,False
15,blue,7,260,31,3,9.562674169618575,False
15,blue,7,280,20,11,50.55458317850399,False
15,blue,7,300,11,11,2.238827188596108,False
15,blue,7,320,297,43,63.772690472424095,False
15,blue,7,340,249,56,125.18383662320834,False
15,blue,7,360,19,8,69.27251705668844,False
15,blue,7,380,16,15,29.15318400395038,False
15,blue,7,400,69,31,33.661538600366114,False
15,blue,7,420,42,30,38.80278158686264,False
15,blue,7,440,159,55,195.7836199017764,False
15,blue,7,460,409,50,168.00016577507097,False
15,blue,7,480,23,20,61.61764491280371,False
15,blue,7,500,54,40,68.13520593797965,False
15,blue,7,520,322,53,149.2733923577934,False
15,blue,7,540,143,45,160.90308825005275,False
15,blue,7,560,131,39,252.20089428210846,False
15,blue,7,580,10,8,15.35369244954937,False
15,blue,7,600,7,5,1.0432114972056903,False
15,blue,7,620,36,17,10.184345916431536,False
15,blue,7,640,15,12,32.93513854349212,False
15,blue,7,660,56,17,37.27839634390736,False
15,blue,7,680,427,38,110.73961875881302,False
15,blue,7,700,694,48,168.89383125348843,False
15,blue,7,720,629,54,249.39873430633713,False
15,blue,7,740,471,44,444.76927703128115,False
15,blue,7,760,249,59,510.66760429744585,False
15,blue,7,780,90,31,346.89178460295926,False
15,blue,7,800,34,25,307.19266203530003,False
15,blue,7,820,40,27,259.0271127955375,False
15,blue,7,840,34,28,295.48684916585245,False
15,blue,7,860,10,8,11.406752785666137,False
15,blue,7,880,19,18,7.08470266552593,False
15,blue,7,900,12,7,17.408178072250422,False
15,blue,7,920,13,7,36.81177509568176,False
15,blue,7,927,0,0,0,True
16,purple,9,20,64,40,35.80438988103049,False
16,purple,9,40,10,10,0.0,False
16,purple,9,60,22,18,5.348374894061743,False
16,purple,9,80,11,10,7.04042777687234,False
16,purple,9,100,67,33,58.19757472646312,False
16,purple,9,120,196,41,154.01229351858564,False
16,purple,9,140,175,47,219.25238737178302,False
16,purple,9,160,554,68,467.57778077897507,False
16,purple,9,180,110,53,543.1699019755887,False
16,purple,9,200,85,47,654.15815750909,False
16,purple,9,220,16,15,207.8902840709163,False
16,purple,9,240,51,34,203.93067305706614,False
16,purple,9,260,16,15,111.92500069434091,False
16,purple,9,280,112,25,157.5255431702071,False
16,purple,9,300,52,24,114.25255739041842,False
16,purple,9,320,66,26,181.882116674052,False
16,purple,9,340,38,26,164.46964459040817,False
16,purple,9,359,0,0,0,True
17,yellow,3,20,239,67,62.03798868892784,False
17,yellow,3,40,404,54,142.12928748445927,False
17,yellow,3,60,124,39,195.21066440150494,False
17,yellow,3,80,39,22,187.66467551928042,False
17,yellow,3,100,7,6,0.0,False
17,yellow,3,103,0,0,0,True
18,yellow,3,20,16,10,25.04390921666023,False
18,yellow,3,40,13,7,22.39950094767739,False
18,yellow,3,60,11,11,22.310578146366304,False
18,yellow,3,77,0,0,0,True
19,darkred,1,20,1068,95,83.37929859812749,False
19,darkred,1,40,894,87,147.77528941615412,False
19,darkred,1,60,62,29,122.7225550801145,False
19,darkred,1,80,13,6,87.99819364342744,False
19,darkred,1,100,112,10,205.23599356787244,False
19,darkred,1,120,48,12,239.04532117659855,False
19,darkred,1,140,41,14,289.8295274579415,False
19,darkred,1,160,17,7,220.39895488435755,False
19,darkred,1,180,62,14,297.73012152513417,False
19,darkred,1,200,22,10,227.22786460509664,False
19,darkred,1,220,16,5,69.02572020425661,False
19,darkred,1,240,10,3,0.0,False
19,darkred,1,258,0,0,0,True
20,blueviolet,8,20,582,94,51.17585463481809,False
20,blueviolet,8,40,1283,91,229.72469714796674,False
20,blueviolet,8,60,8237,95,360.9043580479146,False
20,blueviolet,8,80,385,80,304.1236587136652,False
20,blueviolet,8,100,36,23,194.69293547781803,False
20,blueviolet,8,120,15,13,185.68560999177353,False
20,blueviolet,8,140,87,38,56.54355850741313,False
20,blueviolet,8,160,93,49,144.87323368884577,False
20,blueviolet,8,180,151,41,267.8422201762905,False
20,blueviolet,8,200,506,49,418.88531918615445,False
20,blueviolet,8,220,1288,68,705.3163305681372,False
20,blueviolet,8,240,1193,74,876.9226467702684,False
20,blueviolet,8,260,293,39,874.4628027847617,False
20,blueviolet,8,280,1244,49,849.0527462031383,False
20,blueviolet,8,300,1083,71,1103.9854141719586,False
20,blueviolet,8,320,188,52,1070.8882903118438,False
20,blueviolet,8,340,33,20,962.9059834094845,False
20,blueviolet,8,360,51,14,779.6268266449971,False
20,blueviolet,8,380,78,31,851.3094084904998,False
20,blueviolet,8,400,206,34,923.4737711055352,False
20,blueviolet,8,420,430,57,1139.3363164363052,False
20,blueviolet,8,440,18,11,621.822691832618,False
20,blueviolet,8,460,276,44,765.250263095516,False
20,blueviolet,8,480,23,21,668.0086882855591,False
20,blueviolet,8,500,44,26,701.2001695127992,False
20,blueviolet,8,520,61,40,367.2085607311857,False
20,blueviolet,8,540,1,1,0.0,False
20,blueviolet,8,542,0,0,0,True
21,deepskyblue,6,20,90,53,70.88535517416841,False
21,deepskyblue,6,40,14,14,36.76112173128849,False
21,deepskyblue,6,60,17,15,25.06505368134691,False
21,deepskyblue,6,80,128,20,45.78865237798683,False
21,deepskyblue,6,100,12,9,16.00757739827561,False
21,deepskyblue,6,120,16,10,44.60375203700654,False
21,deepskyblue,6,140,10,10,14.43971876528994,False
21,deepskyblue,6,150,0,0,0,True
22,purple,9,20,2711,97,143.0951542996196,False
22,purple,9,40,395,75,171.5585493332015,False
22,purple,9,60,61,39,73.42804329692972,False
22,purple,9,80,169,54,173.4641771830901,False
22,purple,9,100,32,17,149.25131360216338,False
22,purple,9,120,15,8,28.010703463285495,False
22,purple,9,140,25,14,69.43547604474306,False
22,purple,9,160,11,10,114.41523952461253,False
22,purple,9,180,30,26,95.85484033008665,False
22,purple,9,200,11,10,27.2139586376331,False
22,purple,9,220,9,9,20.117705742860718,False
22,purple,9,240,22,21,12.78503761890549,False
22,purple,9,260,61,31,83.26996306320753,False
22,purple,9,280,49,28,55.38899236469551,False
22,purple,9,300,3,3,10.308263891258296,False
22,purple,9,320,31,14,15.292257675912621,False
22,purple,9,340,89,50,47.98590443653915,False
22,purple,9,360,55,42,65.97089126202377,False
22,purple,9,380,156,48,187.7708859911109,False
22,purple,9,400,827,62,243.605073631551,False
22,purple,9,420,59,38,251.30504586125554,False
22,purple,9,440,3,3,28.119443634302602,False
22,purple,9,460,49,40,54.6483656287991,False
22,purple,9,480,10,9,0.0,False
22,purple,9,486,0,0,0,True
23,yellow,3,20,60,39,57.00662008677487,False
23,yellow,3,40,20,14,29.496504114258972,False
23,yellow,3,60,3,3,2.551625210478439,False
23,yellow,3,80,83,6,18.24110159387638,False
23,yellow,3,100,54,12,52.382331037142876,False
23,yellow,3,120,1,1,0.0,False
23,yellow,3,140,5,3,11.795584111974838,False
23,yellow,3,160,27,13,42.841443361640295,False
23,yellow,3,180,6,6,6.126896968192845,False
23,yellow,3,200,4,2,2.2652902699053805,False
23,yellow,3,220,30,9,8.01020993821876,False
23,yellow,3,240,205,15,63.10058517773268,False
23,yellow,3,260,319,19,139.41416783720183,False
23,yellow,3,280,139,21,193.39926112117658,False
23,yellow,3,300,74,23,292.59497011337425,False
23,yellow,3,320,36,12,47.704228504947,False
23,yellow,3,340,20,8,86.31742620222208,False
23,yellow,3,351,0,0,0,True
24,blue,7,20,1503,99,73.20637384178228,False
24,blue,7,40,114,51,121.31248070121174,False
24,blue,7,60,15,13,48.36803956268072,False
24,blue,7,80,12,12,98.22966650069526,False
24,blue,7,100,12,11,3.4279526038609154,False
24,blue,7,120,1,1,0.0,False
24,blue,7,121,0,0,0,True
25,darkred,0,20,1006,99,114.45102247324728,False
25,darkred,0,40,222,81,155.2573689905533,False
25,darkred,0,60,3,3,15.716323562106338,False
25,darkred,0,64,0,0,0,True
26,darkred,1,20,452,89,89.09600359336235,False
26,darkred,1,40,40,25,39.471663809074975,False
26,darkred,1,55,0,0,0,True
27,yellow,3,20,26,18,17.784302871574198,False
27,yellow,3,40,332,23,23.721277656530106,False
27,yellow,3,60,34,14,14.82785988701261,False
27,yellow,3,80,5,5,6.069008419180661,False
27,yellow,3,82,0,0,0,True
28,lawngreen,4,20,107,60,56.99353961938164,False
28,lawngreen,4,40,83,20,31.3762743009528,False
28,lawngreen,4,60,5,5,0.0,False
28,lawngreen,4,77,0,0,0,True
29,blueviolet,8,20,48,40,39.8607548696846,False
29,blueviolet,8,33,0,0,0,True
30,darkred,1,20,20,17,19.523497108098844,False
30,darkred,1,40,20,5,19.64093986315014,False
30,darkred,1,60,124,8,53.36306643147163,False
30,darkred,1,80,2,2,0.0,False
30,darkred,1,100,6,3,6.161563674046344,False
30,darkred,1,120,9,6,17.850699799595603,False
30,darkred,1,140,0,0,0,True
31,darkred,0,20,575,100,111.94731164942425,False
31,darkred,0,40,5,4,37.571281390786055,False
31,darkred,0,60,25,3,59.72597187301632,False
31,darkred,0,75,0,0,0,True
32,darkred,1,20,66,36,48.6557740568445,False
32,darkred,1,40,110,21,72.80335123005656,False
32,darkred,1,60,20,13,68.95339934812375,False
32,darkred,1,80,5,3,21.88062302150685,False
32,darkred,1,100,8,5,44.90132224266291,False
32,darkred,1,120,1,1,0.0,False
32,darkred,1,126,0,0,0,True
33,lawngreen,4,20,64,35,48.27618033299075,False
33,lawngreen,4,40,150,28,119.11388338214576,False
33,lawngreen,4,60,8,5,0.0,False
33,lawngreen,4,80,5,4,0.0,False
33,lawngreen,4,100,77,12,7.877862081557603,False
33,lawngreen,4,120,24,18,6.635475490225088,False
33,lawngreen,4,135,0,0,0,True
34,purple,10,20,14,11,3.3512613736884442,False
34,purple,10,40,107,60,60.5138892734755,False
34,purple,10,60,527,69,201.84067255397548,False
34,purple,10,80,165,56,213.66757508845424,False
34,purple,10,100,91,49,241.14454764407782,False
34,purple,10,120,95,34,165.8339549866182,False
34,purple,10,140,68,33,270.788069353342,False
34,purple,10,160,1200,53,421.7850896692666,False
34,purple,10,180,396,55,563.012729619411,False
34,purple,10,200,1360,69,809.3856351857409,False
34,purple,10,220,85,54,737.3607955736499,False
34,purple,10,240,61,30,920.5990355229662,False
34,purple,10,260,169,39,633.7228668092822,False
34,purple,10,280,224,63,817.1466186200057,False
34,purple,10,300,26,20,653.5637894832428,False
34,purple,10,320,13,11,487.2654097925132,False
34,purple,10,340,7,5,97.8445544114455,False
34,purple,10,360,91,14,41.591949178552284,False
34,purple,10,380,109,41,128.26614013353617,False
34,purple,10,400,278,38,240.34228241459954,False
34,purple,10,420,2107,60,380.5265021108366,False
34,purple,10,440,4456,73,504.2509580383238,False
34,purple,10,460,4883,84,708.7512186586141,False
34,purple,10,480,217,65,822.7292219739496,False
34,purple,10,500,27,15,619.016100321963,False
34,purple,10,520,19,14,162.7313290770685,False
34,purple,10,540,37,24,150.6331898160326,False
34,purple,10,560,32,26,177.50057915606996,False
34,purple,10,580,283,41,241.17220232174134,False
34,purple,10,600,649,61,523.8721962555918,False
34,purple,10,620,906,82,597.7131756781079,False
34,purple,10,640,353,66,797.2004567369993,False
34,purple,10,660,87,38,721.6669478432758,False
34,purple,10,680,60,28,766.5725689884252,False
34,purple,10,700,463,58,926.4878614572998,False
34,purple,10,720,19,16,440.20025649746646,False
34,purple,10,740,175,33,560.9612909989046,False
34,purple,10,760,595,47,744.4067497959322,False
34,purple,10,780,145,55,857.9049083985713,False
34,purple,10,800,218,61,1048.0915245835029,False
34,purple,10,820,56,24,731.7538808494976,False
34,purple,10,840,6,5,542.5892407867481,False
34,purple,10,843,0,0,0,True
35,lawngreen,4,20,21,15,11.900369714651486,False
35,lawngreen,4,40,13,10,21.489348493683703,False
35,lawngreen,4,60,10,7,4.072959868599381,False
35,lawngreen,4,80,2,1,0.0,False
35,lawngreen,4,100,24,19,5.411082857630426,False
35,lawngreen,4,120,11,10,0.5499952869767053,False
35,lawngreen,4,126,0,0,0,True
36,lawngreen,4,20,135,48,43.0255594681933,False
36,lawngreen,4,40,70,22,96.96390217727443,False
36,lawngreen,4,60,105,28,105.43065275852949,False
36,lawngreen,4,80,53,25,111.54522092351455,False
36,lawngreen,4,100,51,26,125.15275979176675,False
36,lawngreen,4,120,175,28,277.36467237786934,False
36,lawngreen,4,140,12,11,135.14998108416736,False
36,lawngreen,4,154,0,0,0,True
37,yellow,3,20,6547,100,73.72646493690262,False
37,yellow,3,40,1583,98,155.76576512317823,False
37,yellow,3,60,226,72,142.75330682894705,False
37,yellow,3,80,71,19,165.21616799198932,False
37,yellow,3,100,13,13,100.55901683020323,False
37,yellow,3,120,8,8,5.129826274793048,False
37,yellow,3,140,6,5,0.0,False
37,yellow,3,146,0,0,0,True
38,darkred,1,20,244,49,42.76085516347232,False
38,darkred,1,40,21,11,26.33148647052605,False
38,darkred,1,60,16,8,17.65835566788246,False
38,darkred,1,67,0,0,0,True
39,purple,9,20,237,86,111.62979772520802,False
39,purple,9,40,167,64,108.21771881575057,False
39,purple,9,60,54,37,53.10223840483195,False
39,purple,9,80,15,13,39.96630957038498,False
39,purple,9,100,38,31,52.83085792366795,False
39,purple,9,120,8,8,33.82454942374929,False
39,purple,9,140,62,34,21.556532481384277,False
39,purple,9,160,11,11,62.31808182719546,False
39,purple,9,180,36,23,47.09165595218202,False
39,purple,9,200,84,31,85.98715538271692,False
39,purple,9,220,174,39,110.72763238775526,False
39,purple,9,240,120,46,149.1062826770343,False
39,purple,9,260,514,66,314.0431260644104,False
39,purple,9,280,23,22,341.13636195198166,False
39,purple,9,289,0,0,0,True
40,purple,9,20,183,52,63.080824427844355,False
40,purple,9,40,581,68,142.95288115555462,False
40,purple,9,60,1290,71,193.61682732035982,False
40,purple,9,80,436,73,287.3106204028857,False
40,purple,9,100,470,76,390.012011391468,False
40,purple,9,120,2621,76,489.1975505645707,False
40,purple,9,140,6125,78,639.5302564404107,False
40,purple,9,160,11446,89,929.4874310562859,False
40,purple,9,180,1223,82,1096.6742051289023,False
40,purple,9,200,83,57,1152.5504885710027,False
40,purple,9,220,301,58,1109.2569104713707,False
40,purple,9,240,24,21,842.0846005992042,False
40,purple,9,260,10,4,564.4691034513485,False
40,purple,9,280,78,15,249.14522040564188,False
40,purple,9,300,45,20,233.34509828735526,False
40,purple,9,320,115,38,200.96651449850893,False
40,purple,9,340,129,62,276.7356724161745,False
40,purple,9,360,19,14,23.565479487918854,False
40,purple,9,380,111,39,103.59387386317906,False
40,purple,9,400,53,26,28.320782381575967,False
40,purple,9,420,102,34,95.23625417504162,False
40,purple,9,440,32,29,79.86659241456158,False
40,purple,9,460,92,21,17.735337878346336,False
40,purple,9,480,7,6,0.0,False
40,purple,9,500,40,25,12.882402573739638,False
40,purple,9,520,94,39,117.54158178694762,False
40,purple,9,540,34,31,172.187815334586,False
40,purple,9,560,58,22,104.48882899239041,False
40,purple,9,580,22,14,78.01949826122063,False
40,purple,9,600,177,48,132.65789972631987,False
40,purple,9,620,35,25,180.66055126279707,False
40,purple,9,640,27,26,29.109140462773304,False
40,purple,9,660,42,24,113.73094592509612,False
40,purple,9,680,16,16,153.03154029190628,False
40,purple,9,700,40,26,63.3777031286071,False
40,purple,9,720,70,29,86.5528733622828,False
40,purple,9,740,16,14,152.4996846755236,False
40,purple,9,760,58,39,68.44296075985413,False
40,purple,9,780,26,13,77.15879909938128,False
40,purple,9,800,15,11,19.761026658953398,False
40,purple,9,820,39,17,36.13950717133472,False
40,purple,9,840,67,40,78.93834795013852,False
40,purple,9,860,109,21,130.4610761696653,False
40,purple,9,880,749,52,195.12967094992996,False
40,purple,9,900,367,53,340.65953532441165,False
40,purple,9,920,4202,58,505.53966865741086,False
40,purple,9,940,155,46,454.67454036505876,False
40,purple,9,960,15,14,138.4714972009898,False
40,purple,9,980,20,13,1.643377201286637,False
40,purple,9,1000,72,27,22.876068378424957,False
40,purple,9,1020,525,51,85.85021006132366,False
40,purple,9,1040,306,57,106.92182973340269,False
40,purple,9,1060,86,38,201.89633671500806,False
